time,site_id,p_ac_kw,p_ac_ph1_kw,p_ac_ph2_kw,p_ac_ph3_kw,e_exported_kwh,e_imported_kwh,e_net_kwh,v_ph1_n_v,v_ph2_n_v,v_ph3_n_v,v_ph1_ph2_v,v_ph2_ph3_v,v_ph3_ph1_v,i_ph1_a,i_ph2_a,i_ph3_a,freq_hz,power_factor,power_factor_ph1,power_factor_ph2,power_factor_ph3,q_kvar,q_ph1_kvar,q_ph2_kvar,q_ph3_kvar,q_total_kvarh,quality
2025-07-09 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6061.292389166667,,,,6051.299999999959,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10739.741590083333,,,,10871.000000000291,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15691.593008333331,,,,15714.99999999991,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18806.135524999998,,,,18765.699999999866,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19273.228166666664,,,,19170.900000000198,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18462.369041666665,,,,18613.899999999645,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17997.29243333333,,,,18027.800000000225,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18807.179566666666,,,,18621.700000000128,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11849.829246666668,,,,11802.499999999996,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9980.707056666666,,,,9692.7000000001,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3904.345524166667,,,,3882.5999999999185,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4106.759905,,,,4186.499999999942,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1811.7095516666666,,,,1816.2000000000407,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,707.6632301666666,,,,723.399999999645,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,90.39027299204166,,,,93.20000000015717,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.09215889350000006,,,,0.100000000034925,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9.461220115,,,,5.800000000279406,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,514.845065,,,,504.69999999995343,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2035.5675091666667,,,,2030.799999999755,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5864.542249166667,,,,5786.200000000099,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10847.020608333332,,,,10925.799999999901,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10838.227477085833,,,,10779.000000000027,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18632.611096666664,,,,18634.50000000017,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19293.154875,,,,19449.899999999558,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19276.638033333333,,,,19138.600000000355,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19336.622716666665,,,,19268.19999999989,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19268.540933333334,,,,19179.000000000153,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17401.458384085836,,,,17529.10000000024,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15786.871133333334,,,,15803.199999999808,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11014.123709416664,,,,10949.100000000008,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7032.66040833333,,,,7056.600000000151,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2828.818645,,,,2833.3999999997905,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,875.0848224083334,,,,880.399999999936,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,114.14478521281666,,,,120.40000000002328,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.13675595766666665,,,,0.0999999999767169,,,,,,,,,,,,,,,,,,,,,,0
2025-07-10 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4.246317252500002,,,,1.3999999999068693,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,444.18382104999995,,,,430.7000000002445,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2294.7969925,,,,2304.0999999999767,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5863.878468333333,,,,5795.199999999865,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10402.494999999999,,,,10419.199999999924,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11196.16843225,,,,11429.799999999905,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17987.417697499997,,,,17913.500000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19289.94379166667,,,,19288.60000000018,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18869.760665833328,,,,18780.899999999878,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17541.584997499995,,,,17572.800000000163,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15910.212214166668,,,,15864.399999999903,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15981.085511666668,,,,16178.499999999822,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15816.33419166667,,,,15859.800000000047,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11526.602916666661,,,,11466.600000000039,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6808.2281,,,,6870.200000000068,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2588.283475,,,,2583.8999999997905,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,638.0798910833331,,,,641.7000000000115,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,55.55350278258333,,,,56.499999999941785,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.08442186024166658,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-11 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.2805063416666673,,,,0.100000000034925,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,405.8603628325,,,,395.10000000015134,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1461.8988383333335,,,,1434.3999999999646,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3059.8523800000003,,,,3047.3999999998478,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5704.729205000001,,,,5727.700000000129,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15850.226900000003,,,,15721.500000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16630.864145833337,,,,16215.199999999955,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18908.144491666666,,,,18742.299999999985,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18597.89873333333,,,,18715.49999999994,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19113.295600000005,,,,19165.999999999887,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19282.66284166667,,,,19232.800000000047,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19280.499533333335,,,,19214.09999999992,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16884.3391,,,,16923.40000000008,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12304.276216666669,,,,12304.500000000058,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7219.621984999997,,,,7211.899999999963,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2579.1401958333336,,,,2617.100000000093,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,632.15635525,,,,639.4999999999999,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,54.35100372632499,,,,55.10000000009315,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.08435426,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-12 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4.5460847741666655,,,,2.299999999871946,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,403.8630404083333,,,,392.5000000000582,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1677.6729535000002,,,,1660.5,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5676.921965833333,,,,5669.2999999997555,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9554.782833333331,,,,9529.70000000007,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14469.185858333334,,,,14459.499999999882,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14923.739790833333,,,,14697.600000000153,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15078.410671666667,,,,14900.700000000068,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15540.575458333331,,,,15683.40000000014,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13134.21928333333,,,,13163.699999999895,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10581.707916666666,,,,10526.499999999709,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7963.413709999997,,,,7908.700000000361,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5278.877960833333,,,,5295.699999999895,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3974.940606666666,,,,3971.099999999802,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1701.6893733333334,,,,1724.7000000001858,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1677.0896583333333,,,,1686.6000000001509,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,576.6054122500001,,,,587.5999999998021,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13.463469665224999,,,,14.799999999813739,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.036550264250000006,,,,0.100000000034925,,,,,,,,,,,,,,,,,,,,,,0
2025-07-13 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,219.343324936,,,,202.00000000029098,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1876.9392012500002,,,,1855.4000000001397,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5274.1586675,,,,5223.5999999996275,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9370.734167499999,,,,9282.90000000031,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8436.231109166665,,,,8531.800000000105,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9053.1293,,,,9079.999999999829,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12461.93671666667,,,,12405.799999999983,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11718.864064166666,,,,11648.29999999981,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15400.26221666667,,,,15475.199999999953,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17499.257791666674,,,,17143.200000000303,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12591.080942499999,,,,12328.299999999872,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10483.059431666667,,,,10497.599999999977,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9847.19616083333,,,,9920.300000000107,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5130.581581666666,,,,5120.799999999872,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1558.041245666667,,,,1588.9000000000242,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,574.2113056666666,,,,578.4999999999418,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,71.39118762625,,,,73.39999999996508,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.04386441558333334,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-14 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8.210457415,,,,4.499999999767176,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,452.56742592500007,,,,443.0000000001746,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1891.2855108333335,,,,1871.2000000000698,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5932.446174166667,,,,5886.099999999976,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9231.24979916667,,,,9202.400000000198,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15098.325391666667,,,,15130.699999999953,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13493.062801666667,,,,13812.999999999824,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11525.718125,,,,11469.100000000093,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13677.921483333332,,,,13748.099999999979,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9249.771705833333,,,,9270.299999999988,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6776.082556666664,,,,6773.900000000197,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6967.627699999998,,,,6883.300000000105,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2957.186358333333,,,,2951.599999999686,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4232.3698066666675,,,,4224.100000000151,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1503.103204083333,,,,1514.4999999997087,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,741.9969719166668,,,,757.9000000002563,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,289.67578272500003,,,,291.5999999999767,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10.269819295716665,,,,10.899999999790456,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.00778836,,,,0.0999999999767169,,,,,,,,,,,,,,,,,,,,,,0
2025-07-15 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-16 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-16 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-16 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-16 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-16 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.1092145725,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-16 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,408.158169255,,,,392.5999999999767,,,,,,,,,,,,,,,,,,,,,,0
